Age,Flight Distance,Inflight wifi service,Departure/Arrival time convenient,Ease of Online booking,Gate location,Food and drink,Online boarding,Seat comfort,Inflight entertainment,On-board service,Leg room service,Baggage handling,Checkin service,Inflight service,Cleanliness,Departure Delay in Minutes,Arrival Delay in Minutes,satisfaction,Gender_Male,Customer Type_disloyal Customer,Type of Travel_Personal Travel,Class_Eco,Class_Eco Plus
86,5356.5,1,1,1,1,4,2,5,5,5,5,5,5,5,5,50,0.0,1,True,False,False,False,False
48,2178.0,4,4,4,4,4,4,3,4,4,4,4,3,4,2,150,109.0,0,False,False,False,False,False
51,820.5,1,1,1,3,2,1,2,2,4,3,5,4,4,2,50,0.0,0,False,True,False,False,False
71,3574.5,3,3,3,3,4,4,4,5,5,5,5,3,5,4,53,8.0,1,False,False,False,False,False
54,2221.5,2,2,2,2,2,2,2,2,2,3,4,2,3,2,53,6.0,0,False,False,False,True,False
60,342.0,4,3,4,3,2,4,2,2,3,4,4,3,3,2,50,0.0,0,True,False,True,True,False
67,1164.0,2,3,3,3,1,3,1,1,5,4,3,3,2,1,53,0.0,0,False,True,False,True,False
79,1425.0,5,5,5,2,3,4,5,1,1,5,1,4,1,1,53,0.0,1,True,False,True,False,False
38,670.5,1,5,1,1,5,1,5,5,5,4,4,3,4,5,50,0.0,0,True,True,False,True,False
37,1479.0,1,1,1,1,3,3,3,3,3,5,5,5,5,3,50,4.0,1,True,False,False,False,False
75,1144.5,2,2,2,2,2,2,2,2,3,3,4,3,4,2,50,0.0,0,True,False,False,True,False
36,159.0,0,5,0,2,4,0,4,4,3,4,4,5,4,4,50,11.0,1,False,False,True,True,False
37,1792.5,4,2,4,3,4,4,4,4,2,3,2,3,4,4,50,8.0,0,False,False,True,True,False
37,580.5,5,1,1,1,5,5,3,5,2,4,5,2,3,5,50,0.0,1,True,False,False,False,True
48,876.0,4,4,4,4,5,5,5,5,4,2,3,4,1,5,50,0.0,1,True,False,False,False,False
44,4834.5,2,2,2,2,5,5,5,5,3,3,4,4,5,5,50,0.0,1,True,False,False,False,False
37,424.5,3,0,3,1,1,3,1,1,5,3,5,5,4,1,50,0.0,0,False,True,False,True,False
76,321.0,1,3,1,4,4,1,4,4,5,4,3,3,4,4,50,0.0,0,True,False,True,True,False
67,2017.5,4,4,4,4,5,4,5,5,5,5,5,3,5,3,50,1.0,1,False,False,False,False,False
65,942.0,4,4,5,4,2,5,5,4,4,4,4,3,4,3,59,17.0,1,False,False,False,False,False
42,826.5,3,4,3,3,2,3,2,2,1,5,4,1,4,2,50,0.0,0,False,False,True,True,False
34,238.5,3,4,4,4,3,3,3,3,3,5,4,4,3,3,50,0.0,0,False,False,False,False,True
22,391.5,3,1,3,2,2,3,2,2,1,1,2,2,3,2,50,0.0,0,False,False,True,True,False
59,726.0,1,0,0,4,1,4,3,2,2,0,2,2,2,2,50,0.0,0,False,False,False,False,False
63,1575.0,1,1,1,1,5,4,2,3,3,2,3,1,3,2,50,0.0,1,False,False,False,False,False
29,240.0,1,5,1,3,4,1,4,4,4,2,5,5,5,4,50,0.0,0,False,False,True,True,False
56,4405.5,4,4,4,4,1,4,3,4,4,4,4,2,4,2,92,37.0,0,True,False,False,False,False
60,477.0,3,3,3,3,3,3,4,3,3,3,3,4,3,3,112,55.0,0,False,False,False,True,False
48,1293.0,3,3,3,3,2,2,2,2,3,4,4,3,5,2,53,0.0,1,True,False,False,False,False
27,3187.5,3,4,3,3,5,3,5,5,1,1,3,3,4,5,137,84.0,0,True,True,True,False,False
51,1075.5,1,1,1,4,1,1,2,1,2,1,4,2,3,1,50,8.0,0,True,True,False,True,False
74,1365.0,1,1,1,1,5,5,5,5,5,5,5,4,5,4,50,0.0,1,False,False,False,False,False
84,1626.0,2,3,2,3,2,2,2,2,4,5,4,4,4,2,50,0.0,0,True,False,True,True,False
83,298.5,5,5,5,4,5,5,1,5,3,4,4,4,4,5,50,0.0,1,True,False,True,True,False
29,1717.5,0,0,0,5,2,0,2,2,5,4,5,4,4,2,68,19.0,1,False,True,False,False,False
37,534.0,4,0,3,5,5,3,5,5,5,4,5,4,4,5,50,2.0,1,True,True,False,False,False
43,1476.0,5,1,1,1,5,5,5,5,4,3,4,1,4,5,55,0.0,1,True,False,False,True,False
33,3697.5,2,4,2,5,1,2,1,1,3,3,5,5,5,1,50,2.0,0,False,False,True,True,False
72,505.5,1,4,5,2,4,5,5,4,4,5,4,5,4,3,122,70.0,0,False,False,True,True,False
65,720.0,2,0,2,4,4,2,4,4,1,3,1,1,5,4,51,0.0,0,False,True,False,True,False
46,1368.0,3,5,3,1,3,3,3,3,3,2,1,1,3,3,50,0.0,0,True,False,True,False,True
55,3651.0,1,1,1,1,5,5,4,3,3,3,3,3,3,3,50,0.0,1,False,False,False,False,False
54,5980.5,3,1,1,1,3,3,3,4,2,1,1,3,1,3,194,158.0,0,True,False,False,False,False
38,1495.5,0,0,0,4,3,0,3,3,4,3,4,4,4,3,53,42.0,1,False,True,False,False,False
41,1431.0,3,3,3,4,5,3,5,5,3,5,4,5,5,5,50,0.0,0,False,True,False,False,False
67,355.5,5,5,5,5,3,5,5,5,5,5,5,3,5,5,91,53.0,1,False,False,False,False,False
49,1948.5,4,4,4,5,1,4,1,1,5,2,3,4,4,1,50,0.0,1,True,False,True,True,False
58,3879.0,1,5,5,5,1,1,1,2,2,4,3,1,2,1,57,18.0,0,True,False,False,False,True
24,3712.5,4,2,4,3,4,5,5,1,5,2,3,5,3,5,50,0.0,0,False,False,True,True,False
58,5394.0,5,5,5,5,4,5,4,5,5,5,5,3,5,3,50,0.0,1,False,False,False,False,False
81,546.0,5,5,5,5,5,5,5,5,4,2,1,1,1,5,50,0.0,1,True,False,False,False,True
52,625.5,2,5,5,5,2,2,2,2,3,4,3,4,4,2,57,14.0,0,True,False,False,False,True
44,1644.0,3,3,3,3,5,3,5,5,3,2,3,2,4,5,50,0.0,0,False,False,True,False,True
48,825.0,3,4,3,4,1,3,1,1,5,1,1,2,2,1,50,0.0,0,False,True,False,True,False
46,2124.0,4,4,4,3,1,4,1,1,2,3,1,2,3,1,52,0.0,0,False,True,False,True,False
22,3681.0,3,4,3,5,5,3,5,5,4,4,4,5,1,5,52,0.0,0,False,False,True,False,False
37,961.5,2,3,2,3,5,2,4,5,3,1,3,4,2,5,55,0.0,0,True,False,True,True,False
49,1293.0,3,3,3,2,5,3,5,5,4,4,5,5,4,5,50,0.0,0,True,True,False,False,False
27,859.5,4,0,4,2,4,4,2,4,5,4,5,5,5,4,70,5.0,0,False,True,False,True,False
75,375.0,3,2,2,2,3,3,3,3,2,3,4,2,2,3,50,0.0,1,True,False,False,False,True
38,760.5,1,5,1,4,1,1,1,1,5,4,4,3,5,1,50,0.0,0,True,False,True,True,False
53,556.5,5,1,5,3,5,5,5,5,4,4,1,3,3,5,50,0.0,1,False,False,True,True,False
74,226.5,4,4,4,4,3,5,5,5,5,5,4,4,5,3,50,0.0,1,False,False,False,False,False
70,358.5,1,4,1,3,2,4,4,3,3,1,3,2,3,1,81,11.0,0,False,False,True,True,False
51,1119.0,2,2,2,4,4,2,4,4,5,5,5,5,5,4,66,0.0,0,False,True,False,False,False
73,505.5,4,3,3,2,3,4,3,3,2,3,3,4,3,3,50,0.0,0,False,True,False,False,True
80,982.5,5,5,5,5,3,2,3,4,4,4,4,4,4,1,50,0.0,1,True,False,False,False,False
69,825.0,3,2,2,2,3,3,3,3,4,5,3,4,2,3,50,0.0,0,True,False,False,True,False
62,358.5,2,4,2,2,3,4,4,5,5,2,5,4,5,3,50,13.0,0,False,False,True,True,False
63,4741.5,2,2,2,2,2,4,4,4,4,4,4,4,4,5,66,0.0,1,False,False,False,False,False
70,1422.0,4,4,4,4,5,5,4,4,4,4,4,3,4,3,50,0.0,1,False,False,False,False,False
37,5461.5,2,3,3,3,2,1,2,2,1,1,4,4,3,2,50,13.0,0,False,False,False,False,False
65,5344.5,2,2,2,2,5,5,5,5,5,5,5,4,5,5,129,68.0,1,True,False,False,False,False
44,1174.5,4,4,5,4,5,5,5,5,4,1,2,2,5,5,50,0.0,1,False,False,False,False,False
40,5236.5,2,5,5,5,2,2,2,2,4,3,3,4,4,2,140,72.0,0,True,False,False,False,False
57,750.0,5,5,5,5,2,4,5,4,4,4,4,3,4,4,50,1.0,1,False,False,False,False,False
60,1801.5,1,2,2,2,1,1,1,1,4,2,3,1,4,1,50,0.0,0,True,False,False,True,False
65,420.0,2,2,2,2,2,4,4,4,4,4,4,4,4,3,59,21.0,1,True,False,False,False,False
67,3387.0,1,1,4,4,2,3,3,1,1,1,1,4,1,4,100,48.0,0,False,False,False,False,False
62,1189.5,1,4,1,1,5,1,3,5,5,2,5,5,5,5,50,0.0,0,True,False,True,True,False
71,4677.0,2,2,2,2,4,5,5,4,4,4,4,3,4,4,55,0.0,1,True,False,False,False,False
66,1612.5,1,2,1,2,4,1,4,4,3,1,2,3,2,4,67,0.0,0,True,False,True,False,True
48,151.5,3,2,0,2,5,0,5,5,3,4,2,1,3,5,50,0.0,0,True,False,True,False,False
65,4636.5,3,3,3,3,3,5,4,5,5,5,5,5,5,4,50,0.0,1,True,False,False,False,False
64,1278.0,5,2,2,2,5,5,5,5,4,2,2,3,1,5,50,2.0,1,True,False,False,False,True
77,420.0,4,4,2,2,1,2,1,1,4,3,4,5,4,1,50,9.0,0,True,False,True,True,False
67,3658.5,2,2,2,2,3,5,4,5,5,5,5,3,5,5,50,0.0,1,True,False,False,False,False
48,1303.5,2,5,4,5,2,2,2,2,1,2,3,2,3,2,90,28.0,0,True,False,False,False,True
62,5743.5,1,1,1,1,5,4,5,3,3,3,3,5,3,3,50,0.0,1,True,False,False,False,False
66,1107.0,1,4,1,1,5,4,4,5,5,5,5,5,5,3,50,0.0,1,True,False,False,False,False
58,501.0,1,5,1,1,1,2,2,4,4,5,5,2,5,2,218,179.0,0,True,False,True,True,False
63,3697.5,4,4,4,4,4,4,4,4,5,2,5,2,4,4,50,0.0,1,True,False,False,True,False
58,4501.5,4,4,5,4,3,4,5,5,5,5,5,3,5,5,50,0.0,1,True,False,False,False,False
67,2343.0,3,5,3,2,2,3,5,2,4,5,5,3,5,2,50,11.0,0,True,False,True,True,False
28,478.5,2,2,2,4,5,2,5,5,1,5,4,2,3,5,50,0.0,0,False,False,True,True,False
61,1773.0,1,4,1,4,1,1,1,1,4,1,4,3,3,1,52,0.0,0,True,False,True,True,False
45,297.0,4,4,4,4,5,5,5,5,3,5,5,4,3,5,50,0.0,1,False,False,False,False,False
67,612.0,4,5,2,1,3,2,3,3,3,1,2,4,5,3,50,0.0,1,True,False,True,True,False
63,1000.5,3,2,4,2,5,4,5,5,4,4,3,4,3,5,50,0.0,0,True,False,True,True,False
89,648.0,3,2,3,2,3,3,3,3,1,4,4,1,4,3,63,12.0,0,True,False,False,False,True
67,5335.5,5,5,5,5,2,5,5,4,4,4,4,3,4,3,55,2.0,1,False,False,False,False,False
54,2380.5,3,3,3,3,5,3,5,5,5,5,5,3,5,5,50,0.0,1,False,False,False,False,False
60,2100.0,4,4,4,4,3,4,4,5,5,5,5,5,5,3,50,4.0,1,True,False,False,False,False
35,1425.0,2,1,2,4,1,2,4,1,2,4,2,3,3,1,50,0.0,0,True,False,True,True,False
52,1288.5,3,3,3,3,4,3,4,4,3,5,1,4,2,4,50,3.0,0,True,True,False,True,False
49,813.0,1,0,2,3,4,2,4,4,5,4,2,2,4,4,52,9.0,0,False,True,False,True,False
48,1251.0,2,3,3,3,2,2,2,2,3,1,2,1,3,2,50,4.0,0,True,False,False,False,True
56,1575.0,4,4,4,4,2,1,3,5,5,5,5,3,5,5,50,0.0,1,False,False,False,False,False
64,541.5,1,4,4,4,1,1,1,1,4,1,2,3,2,1,50,0.0,0,True,False,False,True,False
55,933.0,3,3,3,3,3,3,3,3,2,3,3,1,4,3,50,0.0,0,True,False,False,True,False
57,669.0,3,5,3,1,3,3,3,3,5,5,4,3,5,3,69,18.0,0,True,False,True,True,False
48,942.0,5,5,5,5,5,5,5,5,4,5,5,2,1,5,50,0.0,1,True,False,False,False,True
51,1638.0,3,1,3,1,1,3,2,1,4,4,1,2,2,1,85,32.0,0,False,False,True,True,False
75,5586.0,5,5,5,5,3,4,5,4,4,5,4,4,4,3,50,0.0,1,False,False,False,False,False
57,1477.5,3,3,3,3,4,4,4,3,3,3,3,5,3,4,61,0.0,1,True,False,False,False,False
64,415.5,3,4,3,3,1,4,3,2,2,3,2,2,2,4,50,0.0,0,False,False,True,True,False
38,1483.5,3,4,3,1,1,3,1,1,4,2,5,5,5,1,73,10.0,0,True,False,True,False,False
52,283.5,3,3,3,4,2,3,2,2,4,4,4,5,4,2,66,4.0,0,True,True,False,False,False
57,336.0,2,0,1,2,2,1,2,2,1,5,5,4,1,2,52,4.0,0,False,True,False,True,False
59,541.5,5,5,5,5,4,4,5,4,4,4,4,4,4,4,72,17.0,1,False,False,False,False,False
57,1288.5,1,4,1,4,3,1,4,3,1,3,3,3,4,3,65,0.0,0,True,False,True,True,False
80,625.5,2,2,2,1,3,1,2,5,5,2,5,4,5,3,50,0.0,0,False,False,True,True,False
40,3681.0,3,2,2,2,3,3,3,1,3,4,3,3,4,3,89,16.0,0,False,False,False,False,False
51,3874.5,2,1,2,3,2,5,2,3,3,2,4,2,2,2,50,23.0,0,False,False,True,True,False
53,820.5,4,5,5,1,4,5,4,4,5,5,5,3,5,4,57,0.0,1,False,True,False,False,False
38,853.5,5,5,5,3,5,5,5,5,3,2,5,4,5,5,50,16.0,1,False,True,False,False,False
39,2713.5,3,3,3,3,3,3,3,3,1,3,4,2,3,3,50,0.0,0,True,False,False,False,False
54,5413.5,1,1,1,1,2,4,5,5,5,5,5,4,5,4,50,1.0,1,False,False,False,False,False
42,958.5,1,5,1,3,3,1,3,3,4,3,4,4,4,3,50,24.0,0,True,False,True,True,False
56,3138.0,2,2,2,2,4,4,4,4,4,4,4,5,4,4,63,12.0,1,False,False,False,False,False
68,721.5,2,4,2,4,1,2,1,1,1,4,4,1,4,1,50,0.0,0,True,False,True,False,True
44,1300.5,1,3,3,3,1,1,1,1,1,1,3,1,3,1,50,0.0,0,False,False,False,False,True
37,565.5,3,4,3,3,3,3,3,3,3,4,4,3,5,3,139,69.0,0,False,True,False,True,False
62,5806.5,1,1,1,1,2,4,4,4,4,4,4,4,4,4,64,7.0,1,True,False,False,False,False
55,4726.5,5,5,5,5,5,1,1,4,4,5,4,5,4,4,83,21.0,1,True,False,False,False,False
37,1483.5,2,4,4,4,2,2,2,2,3,1,3,1,4,2,51,6.0,0,True,False,False,False,False
57,2259.0,2,3,3,3,2,4,4,2,2,2,2,3,2,2,50,0.0,0,False,False,False,False,False
25,1531.5,2,5,2,5,4,2,4,4,2,2,1,1,5,4,87,25.0,0,True,False,True,True,False
67,4029.0,5,3,5,5,4,1,2,5,5,4,5,5,5,1,50,0.0,1,False,False,False,False,False
67,2397.0,2,5,2,5,1,2,1,1,5,1,4,4,4,1,50,0.0,1,True,False,False,True,False
35,1404.0,3,3,3,3,1,3,3,1,2,3,3,3,3,1,51,14.0,0,False,False,True,True,False
60,3847.5,1,1,3,1,4,4,5,5,5,5,5,4,5,4,61,2.0,1,False,False,False,False,False
37,976.5,3,3,3,3,4,4,4,4,3,2,4,5,4,4,52,0.0,1,False,False,False,False,False
67,1681.5,3,1,3,2,5,2,2,1,1,3,1,3,1,2,50,0.0,0,False,False,True,True,False
79,1773.0,2,4,4,4,2,3,3,1,1,2,1,2,1,2,144,86.0,0,False,False,False,True,False
50,882.0,3,4,3,1,4,3,4,4,5,3,1,2,1,4,50,3.0,0,True,True,False,True,False
59,2319.0,2,2,2,2,3,5,4,4,4,4,4,5,4,4,134,83.0,1,True,False,False,False,False
60,1278.0,1,1,1,1,5,4,5,4,4,4,4,5,4,4,50,0.0,1,False,False,False,False,False
32,556.5,3,0,3,3,4,3,4,4,5,2,4,3,4,4,68,11.0,0,False,False,True,True,False
36,891.0,5,0,5,2,5,5,5,5,5,3,5,4,4,5,50,0.0,1,True,True,False,False,False
56,673.5,1,3,3,3,1,1,1,1,1,1,3,4,3,1,66,10.0,0,False,False,False,True,False
59,670.5,5,0,0,1,1,5,1,1,5,4,4,4,4,1,58,15.0,1,False,True,False,False,False
67,576.0,3,5,4,4,4,4,3,3,3,3,3,3,3,4,65,12.0,0,True,False,False,False,False
32,961.5,3,1,1,1,3,3,4,3,1,3,4,3,4,3,97,33.0,0,True,False,False,False,True
57,1597.5,1,1,1,2,2,1,2,2,1,4,4,3,4,2,50,4.0,0,False,True,False,True,False
63,2190.0,3,3,3,3,4,4,5,5,5,5,5,3,5,3,50,0.0,1,True,False,False,False,False
80,1513.5,2,5,2,2,4,4,4,3,3,2,3,4,3,4,50,14.0,0,False,False,True,True,False
73,456.0,3,3,3,3,3,3,3,3,3,2,4,4,4,3,50,0.0,1,True,False,False,True,False
36,1216.5,2,2,2,2,4,2,4,4,4,4,1,3,2,4,80,30.0,0,True,True,False,True,False
49,180.0,2,1,2,4,2,5,3,3,2,4,3,3,1,3,191,141.0,0,False,True,False,True,False
59,2367.0,4,4,3,4,5,4,5,5,5,5,5,4,5,5,107,47.0,1,True,False,False,False,False
53,3379.5,5,5,5,5,4,4,5,5,5,5,5,5,5,3,94,38.0,1,False,False,False,False,False
65,3304.5,3,5,3,3,2,4,4,5,5,5,5,3,5,3,50,0.0,1,True,False,False,False,False
83,1816.5,4,2,4,3,1,2,4,3,3,4,3,4,3,1,50,0.0,0,False,False,True,False,True
59,1332.0,3,4,3,4,3,3,3,3,5,3,5,5,5,3,62,14.0,0,True,False,True,True,False
52,5466.0,4,4,4,4,2,5,5,4,4,4,4,4,4,4,50,12.0,1,False,False,False,False,False
69,2721.0,4,4,4,4,5,4,5,5,5,5,5,5,5,4,61,0.0,1,False,False,False,False,False
80,543.0,1,4,1,2,3,5,4,5,5,1,5,4,5,4,70,6.0,0,False,False,True,False,False
22,891.0,1,5,1,2,1,1,1,1,2,4,1,1,5,1,50,0.0,0,False,False,True,True,False
60,2616.0,3,2,3,4,1,2,4,2,2,3,2,4,2,2,50,0.0,0,False,False,True,True,False
44,1855.5,1,4,2,4,1,1,1,1,1,3,4,4,3,1,69,10.0,0,True,False,False,True,False
58,4419.0,1,1,1,1,4,5,4,3,3,3,3,4,3,5,50,2.0,1,False,False,False,False,False
69,870.0,3,0,3,1,3,3,3,3,4,5,5,3,5,3,50,0.0,0,True,True,False,True,False
37,1521.0,3,2,2,2,3,2,3,3,4,4,3,3,2,3,144,111.0,0,False,True,False,True,False
71,5746.5,3,2,2,2,4,1,1,3,3,3,3,3,3,3,56,7.0,0,True,False,False,False,False
48,1380.0,3,3,5,3,2,5,4,1,1,2,1,3,1,3,50,5.0,1,False,False,False,False,False
61,5799.0,3,3,3,3,4,4,5,5,5,5,5,5,5,5,50,0.0,1,True,False,False,False,False
65,637.5,4,4,4,4,4,4,4,5,5,5,5,5,5,4,50,0.0,1,True,False,False,False,False
67,3340.5,3,4,3,5,3,3,3,3,4,2,5,4,5,3,94,42.0,0,True,False,True,True,False
81,214.5,1,5,1,2,1,1,1,1,5,3,3,2,2,1,121,54.0,0,True,False,True,False,True
65,505.5,0,0,0,1,2,5,4,2,2,2,2,5,2,5,72,52.0,1,False,False,False,False,False
42,1027.5,1,3,3,3,1,1,1,1,2,1,3,2,4,1,62,31.0,0,False,False,False,True,False
60,1552.5,5,2,2,2,5,5,5,2,2,3,4,5,4,5,247,174.0,1,True,False,False,False,True
31,1402.5,3,2,2,2,3,2,3,3,1,3,4,4,4,3,84,29.0,0,False,False,False,True,False
62,3834.0,0,5,0,3,4,4,5,1,1,1,1,4,1,4,50,0.0,1,True,False,False,False,False
63,1660.5,1,1,1,3,1,1,2,4,2,4,4,2,5,2,305,236.0,0,True,True,False,False,False
30,1531.5,1,2,1,3,2,1,1,2,4,4,3,2,3,2,50,0.0,0,True,False,True,True,False
60,3916.5,1,1,1,1,3,5,4,4,4,4,4,4,4,5,50,0.0,1,True,False,False,False,False
95,603.0,3,2,2,2,3,3,3,3,4,4,3,4,2,3,121,69.0,0,True,False,False,True,False
54,1143.0,4,2,4,4,5,5,5,5,5,4,5,3,5,3,50,0.0,1,True,False,False,False,False
33,1552.5,3,4,3,5,3,4,4,4,5,4,5,4,5,4,163,144.0,0,False,False,True,True,False
85,342.0,2,4,2,3,3,4,3,4,4,2,4,5,4,4,173,107.0,0,False,False,True,True,False
52,1078.5,1,4,1,1,3,1,3,3,5,2,5,3,4,3,64,0.0,0,False,False,True,True,False
48,2848.5,3,2,3,3,4,4,5,4,5,2,5,5,4,4,50,0.0,1,True,False,False,False,False
74,444.0,2,5,2,1,2,4,4,5,5,2,5,5,5,3,62,16.0,0,False,False,True,True,False
77,1389.0,4,5,3,1,5,3,1,5,4,3,5,4,4,5,98,82.0,0,True,False,True,True,False
75,3339.0,0,5,0,2,5,5,5,4,4,4,4,4,4,5,50,0.0,1,True,False,False,False,False
52,1513.5,4,4,1,1,4,4,4,4,3,3,5,2,4,4,69,0.0,1,True,False,False,True,False
36,1092.0,1,4,1,4,3,1,3,3,4,4,3,1,4,3,50,0.0,0,False,False,True,False,False
76,288.0,1,5,1,2,3,4,5,2,2,1,2,5,2,3,52,1.0,0,False,False,True,True,False
70,3625.5,3,1,2,1,3,3,3,1,2,1,3,3,2,3,50,4.0,0,True,False,False,False,True
51,318.0,4,5,4,3,5,4,5,5,4,2,5,3,5,5,50,0.0,0,True,False,True,True,False
59,4603.5,2,2,2,2,2,5,5,4,4,4,4,4,4,5,79,40.0,1,False,False,False,False,False
62,3432.0,5,5,5,5,5,5,5,4,4,5,4,5,4,3,136,65.0,1,True,False,False,False,False
44,1003.5,5,5,5,2,4,5,4,4,2,3,5,5,5,4,50,0.0,1,False,True,False,True,False
43,1405.5,1,2,1,3,5,1,5,5,4,4,4,1,4,5,58,0.0,0,True,False,True,True,False
57,1584.0,4,5,4,3,4,4,4,4,4,1,3,4,1,4,66,27.0,0,True,False,True,True,False
50,228.0,1,2,2,2,3,2,1,4,4,4,1,1,4,2,50,19.0,0,False,False,False,False,False
70,610.5,3,3,4,3,3,5,4,4,4,4,4,5,4,5,50,0.0,1,False,False,False,False,False
40,3409.5,2,3,3,3,2,2,2,2,4,1,4,4,3,2,84,37.0,0,False,False,False,False,False
33,288.0,3,4,3,1,3,3,3,3,5,3,5,3,4,3,137,86.0,0,False,False,True,True,False
59,538.5,1,4,2,4,1,1,1,1,1,2,2,2,3,1,50,0.0,0,True,False,False,True,False
60,3519.0,1,1,1,1,3,5,5,4,4,4,4,5,4,5,50,0.0,1,False,False,False,False,False
58,1519.5,1,1,1,1,2,5,5,3,3,3,3,3,3,3,50,0.0,1,True,False,False,False,False
63,1552.5,1,1,1,1,5,4,5,5,5,5,5,5,5,4,52,21.0,1,False,False,False,False,False
71,976.5,2,2,2,2,4,5,4,4,4,4,4,5,4,3,50,0.0,1,False,False,False,False,False
55,375.0,3,3,5,3,5,5,5,4,4,4,4,4,4,3,55,25.0,1,True,False,False,False,False
42,1087.5,3,3,3,3,4,4,4,4,4,3,5,4,5,4,50,0.0,1,True,False,False,False,False
59,1126.5,3,2,2,2,3,2,3,3,3,3,3,4,3,3,63,18.0,0,False,False,False,False,False
48,2520.0,2,4,4,4,2,2,2,2,3,5,3,2,3,2,50,0.0,0,True,False,False,False,False
42,5658.0,1,1,1,1,4,4,4,4,3,5,5,1,3,4,92,54.0,1,False,False,False,False,False
44,1644.0,1,1,1,4,5,1,5,5,3,1,4,1,4,5,108,36.0,0,False,True,False,True,False
37,918.0,3,4,3,3,2,3,2,2,3,2,5,3,4,2,50,0.0,0,False,False,True,True,False
53,357.0,2,4,2,2,5,2,5,5,3,5,5,5,5,5,50,15.0,0,True,False,True,True,False
73,2320.5,4,4,4,4,5,5,4,4,4,4,4,4,4,4,50,0.0,1,False,False,False,False,False
71,4776.0,3,1,3,3,4,4,4,4,4,4,4,5,4,4,50,0.0,1,False,False,False,False,False
33,903.0,5,2,5,3,3,5,3,3,3,2,4,5,5,3,50,0.0,1,True,True,False,True,False
49,4780.5,1,2,2,2,5,4,3,1,1,1,1,1,1,1,50,0.0,0,False,False,False,False,False
41,3159.0,3,2,3,4,3,3,3,3,1,3,3,1,3,3,151,94.0,0,True,False,True,True,False
69,1308.0,1,2,2,2,4,3,3,1,1,1,1,3,1,3,52,0.0,0,True,False,False,False,False
73,3994.5,3,3,3,3,2,5,4,5,5,5,5,3,5,5,50,0.0,1,False,False,False,False,False
49,324.0,4,3,4,4,5,2,1,5,5,5,5,2,5,2,50,2.0,1,False,False,False,False,False
52,1173.0,3,5,3,1,2,3,2,2,4,5,5,4,4,2,53,1.0,0,True,False,True,True,False
46,354.0,4,4,4,2,4,4,4,4,4,2,4,5,4,4,50,0.0,0,False,False,True,True,False
55,3598.5,3,5,3,4,4,3,4,4,4,3,2,3,4,5,57,0.0,0,False,False,True,False,False
61,3456.0,3,3,3,3,2,5,2,5,5,5,5,4,5,2,50,0.0,1,False,False,False,False,False
46,523.5,3,2,2,2,3,3,3,3,2,1,1,3,2,3,50,9.0,0,False,False,False,True,False
65,5202.0,5,5,5,5,5,2,2,4,4,4,4,5,4,4,52,0.0,1,True,False,False,False,False
67,628.5,4,4,4,4,4,3,4,4,4,4,4,3,4,3,50,0.0,0,False,False,False,True,False
69,5931.0,4,4,5,4,4,4,4,5,5,5,5,5,5,3,61,15.0,1,True,False,False,False,False
44,891.0,5,5,5,5,4,4,4,4,2,5,5,3,4,4,50,0.0,1,True,False,False,False,False
66,3372.0,2,5,1,3,2,4,5,1,1,1,1,5,1,4,50,0.0,0,False,False,True,True,False
46,2656.5,3,3,3,3,3,3,3,3,4,4,5,4,4,3,65,0.0,0,False,True,False,False,False
71,1749.0,4,4,4,4,2,4,4,4,4,4,4,3,4,5,55,1.0,1,True,False,False,False,False
48,2383.5,3,2,2,2,3,3,3,3,3,4,4,2,4,3,50,0.0,0,True,False,False,False,False
56,210.0,4,3,3,3,4,4,4,4,1,1,3,3,4,4,50,0.0,0,True,False,False,True,False
64,2482.5,2,2,1,2,3,5,4,2,2,2,2,3,2,3,51,4.0,1,True,False,False,False,False
42,2554.5,5,5,5,5,5,5,5,5,3,5,4,5,4,5,60,0.0,1,False,False,False,False,False
45,1435.5,1,2,2,3,3,2,3,3,4,3,4,2,4,3,50,9.0,0,False,False,True,True,False
47,523.5,1,4,5,3,2,5,2,2,4,3,5,3,5,2,53,0.0,0,True,False,True,True,False
56,843.0,4,5,5,5,4,4,4,4,2,3,5,1,2,4,112,46.0,1,True,False,False,False,True
69,3598.5,4,4,2,4,4,5,4,5,5,5,5,4,5,3,71,19.0,1,False,False,False,False,False
69,115.5,4,0,4,1,5,4,5,5,5,4,5,2,5,5,50,0.0,0,True,True,False,True,False
66,388.5,1,1,1,1,1,4,4,1,1,1,1,3,1,2,61,10.0,0,True,False,False,False,False
60,5446.5,0,5,0,1,4,4,5,4,4,5,5,5,4,5,60,1.0,1,False,False,False,False,False
47,1419.0,3,4,4,4,3,4,3,3,2,4,4,4,3,3,50,0.0,0,False,True,False,True,False
71,1446.0,1,4,1,5,4,1,4,4,3,2,5,3,5,4,50,0.0,0,True,False,True,True,False
40,507.0,4,4,4,4,4,4,4,4,5,2,5,3,4,4,50,0.0,1,False,False,False,False,False
37,3532.5,3,2,3,4,4,3,4,4,2,1,3,2,4,4,50,0.0,0,True,False,True,True,False
24,1143.0,5,4,5,3,2,5,2,2,4,2,4,5,5,2,50,0.0,1,True,False,True,True,False
30,703.5,2,4,2,2,5,2,4,5,4,2,5,5,4,5,67,14.0,0,False,False,True,True,False
62,3010.5,3,3,3,3,5,5,4,5,5,4,5,4,5,4,50,0.0,1,False,False,False,False,False
